Series,Movie,Critic Review
Star Wars,ROGUE ONE: A STAR WARS STORY,Fans of the Star Wars films--and don't be ashamed to admit it if you are one-- will see a more complete expansion of the mainline story and a lot of visual excitement.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Since Rogue One slides neatly into the preexisting plot of the original Star Wars trilogy, it doesn't feel glaringly imitative of it, as The Force Awakens did."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is mostly sparing and on-the-nose, in that sense it's reliable but don't expect it to surprise you in any meaningful way."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is fine (if you're a Star Wars fan).
Star Wars,ROGUE ONE: A STAR WARS STORY,Technically sophisticated and emotionally engaging.
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's all action, hopping from planet to planet and blasting all the way. That makes it faster and more serious than anything in the series."
Star Wars,ROGUE ONE: A STAR WARS STORY,"For a sublime third act, Rogue One is a resounding success. For the perversity of slavish desire for performers to be as interchangeable as video game characters, this Star Wars dude does not abide."
Star Wars,ROGUE ONE: A STAR WARS STORY,"This is a Star Wars film for fans, not casual observers. It has plenty of nice touches that bring back fond memories of the original and may well be the best Star Wars films since the original trilogy."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The first act is the frenetic embodiment of the Hollywood machine, but the final 30 minutes is a rousing climactic battle on the empire's home turf."
Star Wars,ROGUE ONE: A STAR WARS STORY,It's already apparent that Disney's plans for Star Wars are cause for excitement.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One isn't taking any chances: It's desperate to ensure a seamless transition with Episode IV, as if this constitutes a meaningful end in itself."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Apart from Ben Mendelsohn's weaselly Orson Krennic [and perhaps Donnie Yen]... the faces are unmemorable and the characters unexceptional, their meaningful glances unearned."
Star Wars,ROGUE ONE: A STAR WARS STORY,"There's weight to this world, no longer defined by clashes between politicians and spiritual warriors; instead, there's a sense of the desperation of the people and creatures that have always existed just outside the margins of the series' frame."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Starts off slow, but boasts a fantastic third act and a very satisfying ending. A worthy addition to the Star Wars canon "
Star Wars,ROGUE ONE: A STAR WARS STORY,"An exciting film full of heroism and redemption, that has great action scenes and political intrigues and achieves several touching moments."
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's pretty routine, but Star Wars faithful should find it plenty good enough; director Gareth Edwards keeps things moving well enough for the modest needs of the script."
Star Wars,ROGUE ONE: A STAR WARS STORY,"When Rogue One is good, it is VERY good. When it is bad, it is... well not prequel trilogy-bad, at least."
Star Wars,ROGUE ONE: A STAR WARS STORY,"An original story about ""ordinary beings achieving extraordinary things"" that only exists in science fiction, without jedis and Skywalker. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"A film that is embedded throughout the saga as a beautiful appendix, at times awkward, but finally satisfying."
Star Wars,ROGUE ONE: A STAR WARS STORY,The Star Wars expanded universe kicks off with this entertaining yet far from flawless prequel to A New Hope...
Star Wars,ROGUE ONE: A STAR WARS STORY,"While there is some humor in the movie, I would have liked more of that and less of the several scenes featuring characters stoically waiting to die. I can't really blame them for their fatalistic outlook since the Empire is indestructible."
Star Wars,ROGUE ONE: A STAR WARS STORY,The first 'Star Wars Story' is a success.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Those with patience will find that its second half is fully rewarding, with its epic battles and grand conflicts between good and evil bearing most of the weight of the astronomical expectations that are now part and parcel of the franchise."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Earns its intergalactic stripes as a Star Wars spin-off of visual gumption and gritty action filmmaking, securing its place as the glue between trilogies in this ever-expanding space saga."
Star Wars,ROGUE ONE: A STAR WARS STORY,... makes many of the other Star Wars films feel inferior - can we postpone the numbered movies and just tell these little big stories for a while?
Star Wars,ROGUE ONE: A STAR WARS STORY,"Really, this is the prequel that should have been made 10 years ago instead of that dreck that George Lucas defecated into the world."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One slots satisfyingly into the canon, pushing the franchise in a slightly more edgy, contemporary direction without causing a disturbance in the Force."
Star Wars,ROGUE ONE: A STAR WARS STORY,"While Rogue One isn't as grand or consequential as The Force Awakens, it finds space in the margins to leave a mark all its own."
Star Wars,ROGUE ONE: A STAR WARS STORY,"A unique and superb ""Star Wars"" adventure..."
Star Wars,ROGUE ONE: A STAR WARS STORY,"[Rogue One] might not be as grand a space opera as its predecessors, but certainly holds its own."
Star Wars,ROGUE ONE: A STAR WARS STORY,A film that is only worth if you're a big fan of the universe created by George Lucas. 
Star Wars,ROGUE ONE: A STAR WARS STORY,"Jones, Mendelsohn and Forest Whitaker (as a militia leader) stand out in a strong cast."
Star Wars,ROGUE ONE: A STAR WARS STORY,A routine CGI extravaganza primarily interested in creating a Pavlovian response every time someone or something familiar appears.
Star Wars,ROGUE ONE: A STAR WARS STORY,"A film that gives a new value to the term ""prequel"" in this universe, in addition to ""fanservice"", which is done in favor of a solid and exciting script."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Disney may be squeezing the franchise to the fullest, but as long as it continues to produce Star Wars movies of this quality, I doubt many people will complain. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is largely free of the weight of myth and expectation that were borne by The Force Awakens, and this turns out to be both a good and a bad thing."
Star Wars,ROGUE ONE: A STAR WARS STORY,You never knew Donnie Yen whomping stormtroopers was something you needed in your life until you saw it happening.
Star Wars,ROGUE ONE: A STAR WARS STORY,"These Star Wars movies are pretty much the same story each time nowadays. This one has new names for basically the same characters, played by different actors...the same bad guys. How many times can they make the same movie and get people to pay?"
Star Wars,ROGUE ONE: A STAR WARS STORY,"While Rogue One never comes close to matching the heights of the series at its most dazzling (basically, Episodes IV and V, with honorable mention to Episode VII), it's still a worthy addition to the canon."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Not just a dull but an oppressive experience, being force-fed a corporate product: a film that never comes alive, with none of the characters properly developed, none of the relationships gelling, the very adventure formulaic."
Star Wars,ROGUE ONE: A STAR WARS STORY,"A cleverly conceived one-off that forges its own identity with a new set of characters, a contained storyline and a kind of stripped-down tone and visual approach free of the grandiosity of the series."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Edwards appears to have elevated what could have been simply a cash-in into something that feels essential, even magical. It has the distinct smell of victory."
Star Wars,ROGUE ONE: A STAR WARS STORY,It's most distinctive as a stylistic departure from the original Star Wars template.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rousing ""Rogue One"" a worthy entry in the ""Star Wars"" saga."
Star Wars,ROGUE ONE: A STAR WARS STORY,A well-crafted and thoughtful story drives Rogue One - in a sandbox that provides a perfect blend of modern action and classic Star Wars style.
Star Wars,ROGUE ONE: A STAR WARS STORY,"A shot in the arm of apathy, a timely Christmas fantasy, proof of a fully-rejuvenated franchise."
Star Wars,ROGUE ONE: A STAR WARS STORY,"This Star Wars film is functional, has strength and in one way or another contributes to the cause. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One: A Star Wars Story meets expectations, the fears of thousands of fans can dissipate, this is a worthy product."
Star Wars,ROGUE ONE: A STAR WARS STORY,"In addition to giving us exactly what we should expect from our blockbuster event-movies, ""Rogue One"" means we've only just begun to explore this galaxy far, far away."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The stars are gone, much of the spirit has been lost, leaving only a lot more wars. So this is a space-faring, big-screen computer game with hoards of Stormtroopers."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Even if it's not great, it is a quality sci-fi film that won't disappoint its fan base."
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's a giant universe out there, but in these movies it just keeps getting smaller."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Explosive action, interesting characters and a compelling story make this stand-alone movie in the Star Wars universe a winner all the way."
Star Wars,ROGUE ONE: A STAR WARS STORY,Fans will be happy.
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is at its best when it explores the relationship between the characters at ground level. They are a scrappy lot with a lot of heart.
Star Wars,ROGUE ONE: A STAR WARS STORY,"These disparate elements do not come together to make a cohesive whole. At times, Rogue One feels like a rehash of previous Star Wars films, only with newer faces."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Jyn represents a new breed of (almost gender-neutral) hero: dogged, tenacious, resolute. And in a world as bleak as this one, that's what amounts to hope."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Its characters are largely new, which means the movie can do with them as it wants. It isn't hemmed in the way most prequels are."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One does a brilliant job capturing the look and feel of Star Wars, but narratively, it's a footnote, and some of the creative choices are baffling."
Star Wars,ROGUE ONE: A STAR WARS STORY,Much of Rogue One is a push-me pull-you with George Lucas' original films.
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One feels more like a movie with Star Wars stuff in it than an actual Star Wars movie.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is set a long time ago in a galaxy far, far away, yet feels more immediate, even prescient, than any Hollywood film in recent memory."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue one is the Star Wars film, that as an adult (who grew up with the originals), I've always wanted to see. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One: A Star Wars Story is a film that remains fun thanks to its rich universe, spectacular set pieces and superb supporting cast, while still being held back from achieving the same excellence as its predecessor."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One sure pulls no punches and it is a gritty war picture that perfectly captures a galaxy ruled and impoverished by the tyranny of the cold and clinical Empire.
Star Wars,ROGUE ONE: A STAR WARS STORY,Let's get this out of the way -- Rogue One is the best Star Wars film since The Empire Strikes Back.
Star Wars,ROGUE ONE: A STAR WARS STORY,"With all the aerial dogfights, armored combat vehicles, grenades, flame-throwers and snipers, Rogue One feels like a film for those who think that most Star Wars movies are insufficiently like World War II flicks."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Ben Mendelsohn is satisfyingly nasty as the film's principal villain, and while I'd like to have seen a little more of Mads Mikkelsen, an ensemble cast of proper actors gives the film authenticity, and grit."
Star Wars,ROGUE ONE: A STAR WARS STORY,...an attempt to squeeze one more movie out of a used MacGuffin.
Star Wars,ROGUE ONE: A STAR WARS STORY,I believe devoted Star Wars fans will be thrilled with the intense Rogue One. I liked it okay.
Star Wars,ROGUE ONE: A STAR WARS STORY,"The studios announced that Rogue One will be a stand-alone affair without any sequels or spin-offs, which is just as well. There's nothing here that's worth carrying into future movies."
Star Wars,ROGUE ONE: A STAR WARS STORY,"It ranks among the series' best -- just below A New Hope and The Empire Strikes Back (Episodes IV and V), and just above The Force Awakens."
Star Wars,ROGUE ONE: A STAR WARS STORY,"From a visual standpoint it's stunning, as the production values are a real knockout. Plus the battle scenes are really well executed. That said the plot is not always that engaging."
Star Wars,ROGUE ONE: A STAR WARS STORY,"This off-shoot is a heck of a fun science-fiction film, and the last third of the movie is a wild, epic battle."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Suffice it to say, if the filmmakers had actually put up this tangle of a screenplay to K-2SO to rate his opinion, it wouldn't have been encouraging."
Star Wars,ROGUE ONE: A STAR WARS STORY,"As rousing as it is respectful, carving out its own path while playing within the boundaries of the previous blockbusters, this is one of the best Star Wars stories ever put to film"
Star Wars,ROGUE ONE: A STAR WARS STORY,"Maybe its modesty is the key to the success of ""Rogue One,"" that it doesn't seek to build on the mythology of the other seven films, but simply fill in a gap."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Epic but violent adventure offers diversity, role models."
Star Wars,ROGUE ONE: A STAR WARS STORY,The 2:13 length and cookie cutter characters and events suck the life out of an underwhelming story. Great effects but the Force just isn't with this one.
Star Wars,ROGUE ONE: A STAR WARS STORY,"This standalone prequel/sequel takes a few beats to get going but once it does, Star Wars fans are taken on an intense, thrilling ride."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Trading emotion and depth for sci-fi magic and bombast, Rogue One is the start of a darker, more grown-up direction for the saga, and I applaud it."
Star Wars,ROGUE ONE: A STAR WARS STORY,"There's genuine fun here, but the humor is cynical, the heroics are tinged with regret, and it's all delivered with a cold smack of - yes - political relevance."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One: A Star Wars Story is thrilling, harrowing, and slightly rushed, a beautifully shot film that could have given its characters more time to develop."
Star Wars,ROGUE ONE: A STAR WARS STORY,"If you've ever wondered where Princess Leia got those Death Star plans from, well, here you go. Hope I'm not spoiling anything."
Star Wars,ROGUE ONE: A STAR WARS STORY,The best Star Wars movie ever by a longshot.
Star Wars,ROGUE ONE: A STAR WARS STORY,"I had a bad feeling about this, but Rogue One proves it belongs in the Star Wars universe."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Stylistic touches and new characters make 'Rogue One' seem fresh, which also invigorates the ongoing franchise."
Star Wars,ROGUE ONE: A STAR WARS STORY,"We must trust this series, a series that made us fall in love with scruffy-looking nerf herders, trigger happy fuzzballs and pessimistic droids. We must trust the Force."
Star Wars,ROGUE ONE: A STAR WARS STORY,"By the note-perfect closing moments, ""Rogue One"" has transformed into a richly rewarding experience."
Star Wars,ROGUE ONE: A STAR WARS STORY,"As we rebels prepare to fight the empire of Trump, the film is more pertinent than ever."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The Force is with ""Rogue One"" because by looking back, it helps carry the ""Star Wars"" saga forward."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is technically a spin-off but it is a rip-roaring, do-or-die adventure yarn in the best tradition of the space-age saga."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Gareth Edwards has expanded his story to its maximum while keeping it lean, raw and morally murky, outdoing The Force Awakens in the most satisfying installment since The Empire Strikes Back."
Star Wars,ROGUE ONE: A STAR WARS STORY,A seriously rousing action film with a riveting cast of characters and a surprising willingness to embrace even the darkest elements of storytelling.
Star Wars,ROGUE ONE: A STAR WARS STORY,"With strong work from Jones, Luna, Mikkelsen and Mendelsohn, a handful of exciting set-pieces... and plenty of expensive CG (surprise, surprise), this still doesn't quite work as the epic it so wants to be."
Star Wars,ROGUE ONE: A STAR WARS STORY,"There's a sense of familiarity and a refreshing sense of being offered something we haven't quite seen before, and that Rogue One is actually entertaining about it makes the experience all the sweeter."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The film isn't as excting as Episode VII, but there are a few reasons to get excited about it: the incredible stages, Death troopers and a pair of cameos that serve as anchor to this universe. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"With amazing battles that live up to the original saga, this film is more than a close relative worthy of Star Wars."
Star Wars,ROGUE ONE: A STAR WARS STORY,The good news is that Edwards' effort to make a storm-the-beach war film produces a tense third act that earns most of its big moments and also justifies much of what's come before.
Star Wars,ROGUE ONE: A STAR WARS STORY,"As a prequel, it brings depth and strength to the existing canon, and Rogue One: A Star Wars Story will probably leave fans wishing it could have spun off into a franchise of its own."
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's a film that should further the genuine sense of excitement surrounding this particular franchise revival, while standing as something of a classic in its own right."
Star Wars,ROGUE ONE: A STAR WARS STORY,The Force is strong in this spin-off.
Star Wars,ROGUE ONE: A STAR WARS STORY,"A a tense, well-made spacefaring war movie about a desperate and demoralized band of insurgents standing up against a rising authoritarian regime."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue Ones establishes its own identity while fitting perfectly in the Star Wars universe. 
Star Wars,ROGUE ONE: A STAR WARS STORY,"We're used to the characters in this series existing primarily as archetypes. The characters here, though, barely qualify as archetypes."
Star Wars,ROGUE ONE: A STAR WARS STORY,"This is the Star Wars film to be excited for since a galaxy far, far away has never looked as promising as it does now. Rogue One: A Star Wars Story is everything The Force Awakens should have been and then some."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Certainly there is pleasure in revisiting a favorite place you've been many times before. But it's not an 'event' film. For the first time, it really does just feel like an episode."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Audiences once packed theaters to gawk at the future; now, it's to soak in the past. The emphasis is on packing in as much nostalgia as possible and tersely editing it together to resemble a film."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One finds a way to forge its own path.
Star Wars,ROGUE ONE: A STAR WARS STORY,"A film with amazing performances and an absolutely memorable ending, where action, emotion, joy and sadness embrace in a totemic spectacle."
Star Wars,ROGUE ONE: A STAR WARS STORY,"[Gareth Edwards'] technical vision shines through in the battle scenes, but his work with actors leaves something to be desired"
Star Wars,ROGUE ONE: A STAR WARS STORY,[A]n eye-popping heart-stopping joyride that leaves you breathless... a grand and operatic vision...
Star Wars,ROGUE ONE: A STAR WARS STORY,"Edwards pushes the saga out of its comfort zone to offer a complex look at the universe created by George Lucas, making it truly feel diverse and complicated. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"Sadly, that Felicity Jones isn't a standout as Rogue One's lead speaks to how more effort seems to have been spent on fan service than character development..."
Star Wars,ROGUE ONE: A STAR WARS STORY,A fun ride that repeats the Star Wars legacy without really adding to it.
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's an enthralling go, with little pops of surprise and revelation that should please, nostalgically so."
Star Wars,ROGUE ONE: A STAR WARS STORY,An energetic and very surprising film from the galactic saga with the very successful and simple resource of telling the same story. 
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One may be more intense than fun, but it's the best Star Wars prequel film by a long shot."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story is what the fans expected and more.
Star Wars,ROGUE ONE: A STAR WARS STORY,A serious and occasionally spectacular addition to the Star Wars universe that only suffers in comparison to the original saga when measured by the charisma and likability of its characters.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Action-packed and glorious in its engaging and often times, exotic dimensions of storytelling is absolutely stirring."
Star Wars,ROGUE ONE: A STAR WARS STORY,This is a movie made for fans.
Star Wars,ROGUE ONE: A STAR WARS STORY,Tudyk's K-2S0 has in miniature what Edwards's movie lacks overall: the soul of a new machine.
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One"" spins ""Star Wars"" into a whole new orbit."
Star Wars,ROGUE ONE: A STAR WARS STORY,Star Wars Wars is such an immersive world heavy in lore and esoteric facts that being able to balance fan service without scaring off the casual moviegoer is no easy feat. Rogue One: A Star Wars Story manages to do exactly that.
Star Wars,ROGUE ONE: A STAR WARS STORY,"It's a real shame the character side of things is so weak, because otherwise this is a strong addition to the franchise."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Some sci-fi/fantasy fans may wonder if every last drop has already been milked out of the Star Wars franchise. But, judging from this energetic standalone tangent/prequel, more can be exploited for many years to come."
Star Wars,ROGUE ONE: A STAR WARS STORY,"[K-2SO] has all the good lines. I'm not sure if it's such a good thing that the best character in a sci-fi movie is a robot. But then again, the best character in 2001: A Space Odyssey was HAL, and that film wasn't half-bad."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Except for a few jocose, fan-serving moments, the movie is a dour affair, lacking the charm and chills of J.J. Abrams's spirited Star Wars: The Force Awakens, not to mention George Lucas's founding trilogy."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Like an Imperial Star Destroyer, it starts off slow and somewhat clunky, but by the time the mind-blowing third act arrives, it's all a fan can do not to stand up and cheer."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Often it looks dingy and cheap. Speed of action ought to compensate. But when the action is standardised chases-through-space, turgid and repetitive, that doesn't compensate for anything."
Star Wars,ROGUE ONE: A STAR WARS STORY,"[Rogue One] is sometimes as admirable as it is enjoyable, but it also has some glaring problems that are clearly holding the movie back from reaching its full potential."
Star Wars,ROGUE ONE: A STAR WARS STORY,This prequel delivers more levels than the Death Star's elevator.
Star Wars,ROGUE ONE: A STAR WARS STORY,"One of the most exhilarating in the series, a film with a real sense of how to tell a story - and tell it well."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Familiar Star Wars action scenarios are revisited, revamped and revitalised courtesy of bleeding edge effects and genuine love for the material."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One does a great job of walking the fine line between being a Star Wars film and not feeling like any other Star Wars film.
Star Wars,ROGUE ONE: A STAR WARS STORY,"A highly entertaining mess...the kind of loopy, stumblebum spectacle you get when state-of-the-art visual effects collide head-on with the erratic sensibilities of a resolutely mediocre director and the crushing need for a studio to meet a release date."
Star Wars,ROGUE ONE: A STAR WARS STORY,The rebel yell is a little croaky.
Star Wars,ROGUE ONE: A STAR WARS STORY,"It also works as its own stand-alone film. One which, despite some lumpy pacing in its first half, turns out to be possibly the best Star Wars war film of the bunch."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One works best because its story is so narrowly focused.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is an explosive, brilliant entry into the Star Wars universe. It's a bracing slap in the face, but a bloody fun one to watch"
Star Wars,ROGUE ONE: A STAR WARS STORY,"The good news is that it's something genuinely fresh, a Star Wars story unlike any big screen adventure yet."
Star Wars,ROGUE ONE: A STAR WARS STORY,"In short, this movie is what the Star Wars prequels should have been, and that's meant as high praise indeed."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The resonant and entertaining Rogue One is about the persistence of hope and faith in the darkest of hours. As we stagger to the end of this epically turbulent year, the movie is all but guaranteed to strike a chord."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Efficiently made...but it comes across as an assembly-line product, an elaborate but fairly conventional action-adventure movie too dependent for its effect on references to earlier entries in the series."
Star Wars,ROGUE ONE: A STAR WARS STORY,"That's what people love about these Star Wars movies, right? We get older, they stay the same."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One packs an emotional punch and shows much promise for stories to come from a rich universe with an astonishing cultural impact.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Dark, gritty and heavy on the nostalgia, what Rogue One lacks in dialogue it makes up for in action."
Star Wars,ROGUE ONE: A STAR WARS STORY,a boots-on-the-ground war story about flawed and forgotten heroes
Star Wars,ROGUE ONE: A STAR WARS STORY,"The performances in this film are among the best the franchise has seen. This isn't a film of supermen. It's one of everyday people trying to justify, morally and practically, their roles in the struggles against an overwhelming, evil adversary."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The film comes home strong, with large-scale warfare, feats of great daring and sacrifice, and acres of dead storm-troopers."
Star Wars,ROGUE ONE: A STAR WARS STORY,I enjoyed the film that nicely balances being its own standalone offering and one that pays homage to and serves as an important thread in the sci-fi series.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is entertaining enough, but there is not much surprise as to how things turn out."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Hemmed in by a script that assigns truly theatrical sinisterness to pre-existing creations (i.e. Darth Vader) Ben Mendelsohn doesn't get to go 'the full Mendo', filled with pure, baleful, blackhearted menace, but hot damn - it's good to have him on board."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One: A Star Wars Story is what the fans were waiting for. Ideal for the ones that aren't passionate about the saga because they will find reasons to fall in love with this universe. 
Star Wars,ROGUE ONE: A STAR WARS STORY,"Above all else, it is on a technical level that Rogue One truly excels, allowing Edwards to conjure a sizeable number of intergalactic spectacles that are as stirring as they are stylish."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Imitation, they say, is the highest form of flattery. If so, the makers of ""Rogue One"" flatter the heck out of its predecessors."
Star Wars,ROGUE ONE: A STAR WARS STORY,Gareth Edwards tries to generate suspense by using well-worn movie cliches that display a lack of imagination and point to the flaws of telling this tale in the first place.
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is still an achievement. Every other Star Wars movie has only ever had the responsibility of telling part of a story - this manages the whole thing in one go.
Star Wars,ROGUE ONE: A STAR WARS STORY,"A fun outing, if also a derivative one. Donnie Yen and the droid steal the film from the leads..."
Star Wars,ROGUE ONE: A STAR WARS STORY,There's a comfort in being in the Star Wars Universe and you immediately feel a renewed affection for it upon re-entry. But a Star Wars film shouldn't rely on its Star Wars-yness.
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One does not extend the Star Wars story but there are times when it deepens it.
Star Wars,ROGUE ONE: A STAR WARS STORY,The story clicks nicely into place with the events of Star Wars but that narrative is really just a blank sky in which the film's other elements can sparkle like stars.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One might not necessarily be a film that was needed but once the credits roll, you realise how much you desperately wanted it regardless."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Nothing is exultant, dramatic, epic, heroic, complex or just entertaining to me. The film is overwhelmingly empty, and lacks minimal grace and rhythm. "
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is one of the best films of our favorite space saga and will undoubtedly delight the fans, even on the verge of a nostalgic and involuntary tear of emotion."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is like its heroes. It is flawed in some ways, but it's still well worth the wait."
Star Wars,ROGUE ONE: A STAR WARS STORY,"It suffers, like many blockbusters, from too much spectacle and not enough truth, but its greatest sin is that it feels dull, insipid and underwhelming despite a plethora of loud action scenes and dazzling visual effects."
Star Wars,ROGUE ONE: A STAR WARS STORY,"enhances as well as annotates the Star Wars mythos, making the story we thought we knew in A NEW HOPE richer and more urgent."
Star Wars,ROGUE ONE: A STAR WARS STORY,"In previous Star Wars movies, one side wore black hats and the other wore white...Here that's not the case. For some, this is a selling point. For me, it's close to a deal-breaker."
Star Wars,ROGUE ONE: A STAR WARS STORY,"There's nothing to sink our teeth into, especially when we already know how it ends. There's no suspense."
Star Wars,ROGUE ONE: A STAR WARS STORY,Rogue One is at its best when it's at war .
Star Wars,ROGUE ONE: A STAR WARS STORY,"Admittedly, this can be viewed as simply another rehash of old stories and themes, but hash is rarely this tasty."
Star Wars,ROGUE ONE: A STAR WARS STORY,A Star Wars story for the ages.
Star Wars,ROGUE ONE: A STAR WARS STORY,The movie the prequels should have been. Perfectly captures the spirit of the original trilogy and delivers a genuinely thrilling Star Wars film.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Rogue One is Star Wars for hard core fans who felt left behind by the prequels, but it's got little to offer casual viewers beyond competent, uninspired thrills."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Of space dust, Joni Mitchell and the Force: a visually splendid, dramatically stirring journey spanning both yesteryear and tomorrow."
Star Wars,ROGUE ONE: A STAR WARS STORY,"The Force is not only well and truly with us again, it seems as if it's never been gone."
Star Wars,ROGUE ONE: A STAR WARS STORY,"An almighty triumph, the best-constructed and most fun Star Wars flick since The Empire Strikes Back. The force is truly strong with this one."
Star Wars,ROGUE ONE: A STAR WARS STORY,It was always one of 2016's most anticipated films and it doesn't let down the legions who have been waiting for it.
Star Wars,ROGUE ONE: A STAR WARS STORY,Gareth Edwards has crafted the most satisfying Star Wars film since The Empire Strikes Back
Star Wars,ROGUE ONE: A STAR WARS STORY,"The movie didn't rekindle the thrill of seeing, say, The Empire Strikes Back, but Rogue One will loom pretty large in the Star Wars galaxy - if only because there's so little competition."
Star Wars,ROGUE ONE: A STAR WARS STORY,"While the principal characters are new, Edwards ensures there are enough significant nods to the Star Wars universe to enchant fans."
Star Wars,ROGUE ONE: A STAR WARS STORY,A movie experience that is supremely captivating.
Star Wars,ROGUE ONE: A STAR WARS STORY,"Jones' portrayal is quite different from what we have come to expect from the Oscar nominee, and she proves she can handle the role of an action heroine with surprising ferocity."
Star Wars,ROGUE ONE: A STAR WARS STORY,"""...has the urgency and battlefield heroism that great war movies are made of. It's incredible stuff all around."""
Star Wars,ROGUE ONE: A STAR WARS STORY,"""Rogue One: A Star Wars Story"" is a fine stand-alone film and one that will have you anticipating ""Episode VIII,"" which is just a short 367 days away!"
Star Wars,ROGUE ONE: A STAR WARS STORY,"ROGUE ONE begins as an inspired concept, only to conclude with a soulless stare."
Star Wars,ROGUE ONE: A STAR WARS STORY,"Coming from someone who is not really a Star Wars freak, I have to say I was impressed. This could be the best one yet."
Star Wars,ROGUE ONE: A STAR WARS STORY,There is always the danger with a film of this high profile to expect or want it to over-deliver. Sadly - though understandably - Rogue One just doesn't do that.
